slot id,date from,date to,tags
499,2012-02-03,2012-02-10,tusk-acta-polityka-polska-media-po-smoleńsk-pis-rutkowski-rosja-internet-usa-katastrofa smoleńska-kaczyński-donald tusk-rząd-premier-debata-komorowski-palikot
500,2012-02-06,2012-02-13,tusk-acta-polska-polityka-po-smoleńsk-media-pis-rosja-internet-rząd-warszawa-kaczyński-donald tusk-usa-debata-rutkowski-katastrofa smoleńska-unia europejska-salon24
501,2012-02-09,2012-02-16,tusk-polska-po-polityka-pis-acta-media-smoleńsk-mucha-rząd-emerytury-rosja-2012-warszawa-donald tusk-kaczyński-kalinowska-jolanta-społeczeństwo-stadion narodowy
502,2012-02-12,2012-02-19,tusk-polityka-po-polska-media-acta-pis-rząd-emerytury-smoleńsk-mucha-donald tusk-2012-historia-premier-usa-rosja-społeczeństwo-rostowski-komorowski
503,2012-02-15,2012-02-22,tusk-polityka-po-polska-media-acta-pis-emerytury-rząd-smoleńsk-palikot-mucha-historia-donald tusk-wałęsa-rostowski-premier-usa-komorowski-zus
504,2012-02-18,2012-02-25,tusk-polityka-polska-acta-po-pis-media-emerytury-smoleńsk-palikot-rząd-wałęsa-historia-kościół-rosja-emerytura-donald tusk-niemcy-bolek-zus
505,2012-02-21,2012-02-28,tusk-polityka-polska-pis-po-emerytury-acta-media-rząd-historia-wałęsa-kościół-smoleńsk-wiara-donald tusk-rosja-salon24-emerytura-palikot-niemcy
506,2012-02-24,2012-03-02,tusk-polityka-po-polska-pis-media-historia-rząd-żołnierze wyklęci-donald tusk-wałęsa-emerytury-usa-smoleńsk-rosja-acta-kaczyński-mucha-salon24-kościół
507,2012-02-27,2012-03-05,polityka-tusk-po-polska-media-pis-żołnierze wyklęci-historia-katastrofa-rosja-smoleńsk-rząd-donald tusk-wałęsa-kaczyński-białoruś-kolej-usa-niemcy-putin
508,2012-03-01,2012-03-08,polityka-tusk-polska-katastrofa-po-media-pis-żołnierze wyklęci-smoleńsk-rząd-rosja-kolej-szczekociny-historia-kaczyński-katastrofa kolejowa-pkp-usa-putin-warszawa
509,2012-03-04,2012-03-11,polityka-tusk-po-polska-katastrofa-media-pis-smoleńsk-kolej-rosja-szczekociny-rząd-kaczyński-katastrofa kolejowa-usa-putin-pkp-dzień kobiet-kościół-palikot
510,2012-03-07,2012-03-14,polityka-tusk-po-pis-smoleńsk-polska-media-kaczyński-rosja-kościół-palikot-trybunał stanu-usa-katastrofa smoleńska-dzień kobiet-donald tusk-gibała-ziobro-ue-feminizm
511,2012-03-10,2012-03-17,polityka-tusk-pis-po-polska-kaczyński-media-smoleńsk-emerytury-kościół-trybunał stanu-donald tusk-rosja-ziobro-usa-rząd-wybory-ue-warszawa-katastrofa smoleńska
512,2012-03-13,2012-03-20,tusk-polityka-pis-po-polska-smoleńsk-kaczyński-kościół-emerytury-media-donald tusk-rząd-fundusz kościelny-katastrofa smoleńska-trybunał stanu-usa-komorowski-rosja-węgry-społeczeństwo
513,2012-03-16,2012-03-23,polityka-tusk-polska-kościół-po-smoleńsk-media-pis-fundusz kościelny-rząd-emerytury-katastrofa smoleńska-historia-donald tusk-kaczyński-rosja-warszawa-usa-news-religia
514,2012-03-19,2012-03-26,polityka-polska-tusk-pis-smoleńsk-po-media-kaczyński-kościół-emerytury-historia-prawica-rosja-edukacja-ziobro-katastrofa smoleńska-rząd-głodówka-solidarna polska-palikot
515,2012-03-22,2012-03-29,polityka-pis-tusk-smoleńsk-polska-kaczyński-media-po-historia-prawica-katastrofa smoleńska-palikot-edukacja-głodówka-rosja-kościół-solidarna polska-emerytury-rząd-ziobro
516,2012-03-25,2012-04-01,polityka-tusk-smoleńsk-pis-polska-emerytury-po-kaczyński-media-historia-katastrofa smoleńska-palikot-rosja-usa-edukacja-sikorski-zamach-rząd-referendum-głodówka
517,2012-03-28,2012-04-04,smoleńsk-polityka-tusk-emerytury-pis-po-katastrofa smoleńska-polska-media-kaczyński-historia-zamach-referendum-palikot-rosja-sikorski-kościół-rząd-usa-reforma emerytalna
518,2012-03-31,2012-04-07,polityka-smoleńsk-polska-pis-tusk-media-po-katastrofa smoleńska-kaczyński-palikot-kościół-emerytury-rosja-rząd-wielkanoc-historia-salon24-zamach-usa-religia
519,2012-04-03,2012-04-10,smoleńsk-polityka-wielkanoc-polska-media-pis-katastrofa smoleńska-tusk-palikot-kaczyński-po-kościół-historia-rosja-religia-rząd-zamach-święta-katastrofa-zmartwychwstanie
520,2012-04-06,2012-04-13,smoleńsk-polityka-katastrofa smoleńska-tusk-pis-kaczyński-polska-wielkanoc-rocznica-media-zamach-po-rosja-katastrofa-lech kaczyński-palikot-historia-kościół-jarosław kaczyński-prezydent
521,2012-04-09,2012-04-16,smoleńsk-tusk-polityka-katastrofa smoleńska-pis-kaczyński-polska-media-rocznica-po-rosja-zamach-katastrofa-jarosław kaczyński-lech kaczyński-donald tusk-lech kaczyński-historia-jarosław kaczyński-palikot
522,2012-04-12,2012-04-19,smoleńsk-polityka-tusk-katastrofa smoleńska-pis-polska-media-kaczyński-rosja-po-donald tusk-zamach-jarosław kaczyński-katastrofa-jarosław kaczyński-katyń-historia-sejm-rząd-wrak
523,2012-04-15,2012-04-22,smoleńsk-polityka-tusk-pis-katastrofa smoleńska-media-polska-kaczyński-po-rosja-donald tusk-jarosław kaczyński-macierewicz-jarosław kaczyński-zamach-rząd-historia-katastrofa-demokracja-niemcy
524,2012-04-18,2012-04-25,smoleńsk-polityka-pis-tusk-media-kaczyński-po-katastrofa smoleńska-polska-jarosław kaczyński-macierewicz-rosja-donald tusk-jarosław kaczyński-tv trwam-ziobro-solidarna polska-rząd-trwam-wojna
525,2012-04-21,2012-04-28,pis-polityka-tusk-smoleńsk-po-media-kaczyński-polska-katastrofa smoleńska-jarosław kaczyński-ziobro-rosja-tv trwam-macierewicz-solidarna polska-donald tusk-papała-trwam-jarosław kaczyński-newsweek
526,2012-04-24,2012-05-01,polityka-po-pis-tusk-smoleńsk-media-polska-kaczyński-katastrofa smoleńska-rosja-papała-ukraina-historia-chiny-macierewicz-ziobro-rząd-palikot-euro 2012-prokuratura
527,2012-04-27,2012-05-04,polityka-polska-ukraina-euro 2012-pis-tusk-po-smoleńsk-media-kaczyński-historia-euro-rosja-niemcy-bojkot-1 maja-palikot-komorowski-euro2012-sld
528,2012-04-30,2012-05-07,polityka-euro 2012-polska-ukraina-pis-kaczyński-media-tusk-bojkot-rosja-euro-po-smoleńsk-niemcy-jarosław kaczyński-historia-euro2012-ue-tymoszenko-komorowski
529,2012-05-03,2012-05-10,polityka-ukraina-euro 2012-polska-pis-kaczyński-rosja-bojkot-tusk-media-euro-po-smoleńsk-francja-jarosław kaczyński-niemcy-komorowski-euro2012-tymoszenko-putin
530,2012-05-06,2012-05-13,polityka-po-polska-pis-tusk-kaczyński-rosja-media-emerytury-ukraina-smoleńsk-euro 2012-euro-francja-palikot-sejm-bojkot-historia-katastrofa smoleńska-grecja
531,2012-05-09,2012-05-16,polityka-po-niesiołowski-tusk-pis-polska-media-sejm-palikot-emerytury-kaczyński-ewa stankiewicz-stankiewicz-stefan niesiołowski-smoleńsk-euro 2012-rosja-dookoła wojtek-historia-ukraina
532,2012-05-12,2012-05-19,tusk-polityka-niesiołowski-po-pis-polska-media-stankiewicz-ewa stankiewicz-stefan niesiołowski-dookoła wojtek-kaczyński-solidarność-palikot-sejm-smoleńsk-sawicka-rosja-demokracja-grecja
533,2012-05-15,2012-05-22,tusk-polityka-po-pis-polska-media-niesiołowski-palikot-smoleńsk-dookoła wojtek-sawicka-kaczyński-euro 2012-rosja-grecja-euro-historia-solidarność-cba-korupcja
534,2012-05-18,2012-05-25,tusk-polityka-polska-pis-po-media-smoleńsk-euro 2012-euro-rosja-kaczyński-jarosław kaczyński-palikot-binienda-dookoła wojtek-katastrofa smoleńska-niemcy-apostazja-historia-jarosław kaczyński
535,2012-05-21,2012-05-28,tusk-polityka-polska-pis-smoleńsk-po-euro 2012-binienda-euro-media-niesiołowski-rosja-kaczyński-katastrofa smoleńska-jarosław kaczyński-dookoła wojtek-solidarność-euro2012-piłka nożna-rząd
536,2012-05-24,2012-05-31,polityka-tusk-polska-pis-obama-po-euro 2012-smoleńsk-media-binienda-euro-rosja-salon24-niesiołowski-kaczyński-historia-katastrofa smoleńska-piłka nożna-dookoła wojtek-warszawa
537,2012-05-27,2012-06-03,polska-polityka-tusk-obama-euro 2012-pis-media-po-smoleńsk-euro-rosja-usa-salon24-historia-kaczyński-komorowski-binienda-niemcy-dookoła wojtek-barack obama
538,2012-05-30,2012-06-06,polityka-polska-obama-tusk-euro 2012-pis-media-usa-rosja-smoleńsk-komorowski-po-kaczyński-euro-historia-salon24-euro2012-barack obama-prezydent-niemcy
539,2012-06-02,2012-06-09,polska-euro 2012-polityka-tusk-euro-protest-euro2012-pis-po-media-rosja-salon24-dookoła wojtek-smoleńsk-historia-kaczyński-wałęsa-sport-warszawa-piłka nożna
540,2012-06-05,2012-06-12,euro 2012-polska-polityka-euro-rosja-euro2012-protest-tusk-dookoła wojtek-smoleńsk-media-sport-pis-kibice-salon24-warszawa-piłka nożna-po-historia-katastrofa smoleńska
541,2012-06-08,2012-06-15,euro 2012-polska-euro-polityka-rosja-euro2012-kibice-sport-tusk-piłka nożna-media-smoleńsk-warszawa-dookoła wojtek-kibole-pis-historia-mecz-po-rosjanie
542,2012-06-11,2012-06-18,euro 2012-polska-polityka-euro-rosja-euro2012-tusk-piłka nożna-kibice-pis-media-sport-kibole-smoleńsk-smuda-mecz-petelicki-po-kaczyński-warszawa
543,2012-06-14,2012-06-21,euro 2012-polska-polityka-euro-petelicki-euro2012-tusk-pzpn-pis-piłka nożna-rosja-media-smuda-smoleńsk-sport-samobójstwo-kibice-po-kaczyński-kibole
544,2012-06-17,2012-06-24,polska-euro 2012-polityka-petelicki-pzpn-tusk-euro-pis-euro2012-piłka nożna-media-smoleńsk-smuda-po-samobójstwo-lato-dookoła wojtek-rosja-kaczyński-niemcy
545,2012-06-20,2012-06-27,polska-polityka-pis-euro 2012-smoleńsk-tusk-media-figurski-euro-wojewódzki-petelicki-po-niemcy-fym-dookoła wojtek-euro2012-rosja-pzpn-kaczyński-piłka nożna
546,2012-06-23,2012-06-30,polityka-polska-smoleńsk-pis-euro 2012-niemcy-fym-media-euro-po-figurski-wojewódzki-tusk-euro2012-rosja-kaczyński-katastrofa smoleńska-dookoła wojtek-petelicki-solidarna polska
547,2012-06-26,2012-07-03,polska-polityka-euro 2012-smoleńsk-pis-niemcy-euro-tusk-media-euro2012-kaczyński-po-dookoła wojtek-rosja-wojewódzki-piłka nożna-katastrofa smoleńska-salon24-figurski-włochy
548,2012-06-29,2012-07-06,polska-polityka-euro 2012-smoleńsk-pis-euro-tusk-euro2012-po-kaczyński-media-niemcy-katastrofa smoleńska-piłka nożna-dookoła wojtek-donald tusk-salon24-komorowski-wojewódzki-rosja
549,2012-07-02,2012-07-09,polityka-polska-smoleńsk-tusk-euro-pis-po-euro 2012-kaczyński-media-euro2012-rosja-dookoła wojtek-donald tusk-katastrofa smoleńska-wimbledon-tenis-ziobro-pzpn-gospodarka
550,2012-07-05,2012-07-12,polityka-polska-smoleńsk-pis-po-tusk-pzpn-dookoła wojtek-media-rosja-usa-lemingi-euro-społeczeństwo-kaczyński-radwańska-wimbledon-tenis-donald tusk-grook
551,2012-07-08,2012-07-15,polityka-po-pis-polska-tusk-smoleńsk-media-lemingi-usa-dookoła wojtek-rosja-społeczeństwo-donald tusk-solidarna polska-pzpn-in vitro-komorowski-grook-salon24-historia
552,2012-07-11,2012-07-18,polityka-pis-smoleńsk-po-tusk-polska-media-psl-usa-rosja-donald tusk-historia-dookoła wojtek-migalski-solidarna polska-katastrofa smoleńska-iran-in vitro-grook-gospodarka
553,2012-07-14,2012-07-21,polityka-psl-tusk-pis-po-media-polska-smoleńsk-historia-sawicki-rosja-dookoła wojtek-migalski-usa-donald tusk-afera taśmowa-korupcja-społeczeństwo-iran-niemcy
554,2012-07-17,2012-07-24,polityka-psl-tusk-po-polska-pis-media-sawicki-korupcja-afera taśmowa-donald tusk-historia-społeczeństwo-gospodarka-lemingi-smoleńsk-usa-jarosław kaczyński-grook-serafin
555,2012-07-20,2012-07-27,polityka-po-tusk-psl-pis-polska-media-afera taśmowa-korupcja-społeczeństwo-niemcy-donald tusk-smoleńsk-związki partnerskie-historia-lemingi-gospodarka-salon24-usa-kaczyński
556,2012-07-23,2012-07-30,polityka-pis-po-tusk-polska-psl-media-społeczeństwo-solidarna polska-olimpiada-nepotyzm-smoleńsk-niemcy-kaczyński-związki partnerskie-grook-afera taśmowa-donald tusk-usa-prawo
557,2012-07-26,2012-08-02,powstanie warszawskie-polityka-polska-pis-po-społeczeństwo-tusk-media-olimpiada-powstanie-usa-nepotyzm-smoleńsk-rosja-kaczyński-warszawa-grook-polityka obyczaje logika-psl-solidarna polska
558,2012-07-29,2012-08-05,powstanie warszawskie-polityka-polska-pis-powstanie-po-olimpiada-tusk-społeczeństwo-warszawa-media-rosja-sport-usa-kaczyński-polityka obyczaje logika-historia-nepotyzm-buczenie-smoleńsk
559,2012-08-01,2012-08-08,powstanie warszawskie-polityka-polska-powstanie-pis-tusk-olimpiada-po-rosja-buczenie-warszawa-media-komorowski-amber gold-kaczyński-usa-historia-salon24-rocznica-sport
560,2012-08-04,2012-08-11,polityka-polska-tusk-powstanie warszawskie-amber gold-pis-smoleńsk-po-olimpiada-media-prawo-sport-komorowski-londyn 2012-bronisław komorowski-kaczyński-rosja-usa-grook-powstanie
561,2012-08-07,2012-08-14,amber gold-polityka-tusk-polska-po-pis-smoleńsk-michał tusk-media-sport-plichta-wiersz-prawo-powstanie warszawskie-rosja-olimpiada-grook-donald tusk-kościół-komorowski
562,2012-08-10,2012-08-17,amber gold-tusk-polityka-polska-media-po-pis-michał tusk-plichta-donald tusk-historia-smoleńsk-kościół-sport-michnik-olt-rosja-nepotyzm-premier-kaczyński
563,2012-08-13,2012-08-20,amber gold-polityka-tusk-media-polska-po-pis-rosja-michał tusk-kościół-plichta-historia-cyryl-donald tusk-michnik-władza-pojednanie-premier-cerkiew-kaczyński
564,2012-08-16,2012-08-23,polityka-amber gold-tusk-polska-rosja-pis-media-po-cyryl-kościół-historia-cerkiew-pojednanie-ipn-kaczyński-społeczeństwo-cyryl i-polityka obyczaje logika-pussy riot-władza
565,2012-08-19,2012-08-26,polityka-amber gold-pis-tusk-polska-po-media-ipn-rosja-społeczeństwo-polityka obyczaje logika-historia-kaczyński-ekonomia-prawo-tvn-smoleńsk-cyryl-palikot-katastrofa smoleńska
566,2012-08-22,2012-08-29,polityka-pis-amber gold-po-polska-tusk-media-rosja-ipn-polityka obyczaje logika-historia-smoleńsk-kora-społeczeństwo-tvn-breivik-prawo-ekonomia-kaczyński-palikot
567,2012-08-25,2012-09-01,amber gold-polityka-tusk-po-pis-polska-media-historia-sejm-kaczyński-solidarność-premier-palikot-tvn-michnik-opozycja-donald tusk-smoleńsk-polityka obyczaje logika-władza
568,2012-08-28,2012-09-04,tusk-amber gold-po-polityka-pis-kaczyński-historia-polska-media-premier-sejm-solidarność-donald tusk-tvn-michnik-opozycja-władza-smoleńsk-jarosław kaczyński-palikot
569,2012-08-31,2012-09-07,tusk-po-polityka-pis-amber gold-kaczyński-polska-donald tusk-jarosław kaczyński-media-historia-premier-jarosław kaczyński-opozycja-tvn-smoleńsk-kryzys-palikot-kościół-expose
570,2012-09-03,2012-09-10,polityka-tusk-pis-po-amber gold-donald tusk-kaczyński-polska-jarosław kaczyński-media-jarosław kaczyński-smoleńsk-kościół-kryzys-paraolimpiada-rosja-rząd-usa-jow-ekonomia
571,2012-09-06,2012-09-13,polityka-pis-po-tusk-polska-kaczyński-amber gold-media-donald tusk-jarosław kaczyński-paraolimpiada-ue-tvn-usa-smoleńsk-gospodarka-jarosław kaczyński-jow-historia-premier
572,2012-09-09,2012-09-16,polityka-tusk-po-pis-polska-amber gold-media-donald tusk-kaczyński-historia-ue-premier-sąd-gpc-tvn-władza-usa-prawo-smoleńsk-demokracja
573,2012-09-12,2012-09-19,polityka-tusk-pis-polska-po-amber gold-media-smoleńsk-prawo-sąd-historia-ue-gpc-donald tusk-kaczyński-premier-usa-milewski-prokuratura-władza
574,2012-09-15,2012-09-22,polityka-smoleńsk-pis-tusk-polska-po-media-katastrofa smoleńska-prawo-ekshumacje-kaczyński-niemcy-historia-amber gold-dookoła wojtek-ekshumacja-anna walentynowicz-władza-donald tusk-społeczeństwo
575,2012-09-18,2012-09-25,polityka-pis-smoleńsk-po-polska-tusk-media-debata-kaczyński-katastrofa smoleńska-ekshumacje-prawo-gowin-historia-anna walentynowicz-dookoła wojtek-kościół-władza-państwo-amber gold
576,2012-09-21,2012-09-28,smoleńsk-pis-polityka-tusk-po-debata-katastrofa smoleńska-ekshumacje-polska-media-kaczyński-gowin-kopacz-anna walentynowicz-dookoła wojtek-historia-kościół-władza-prawo-ekshumacja
577,2012-09-24,2012-10-01,smoleńsk-pis-polityka-tusk-po-katastrofa smoleńska-media-kaczyński-debata-polska-ekshumacje-marsz-kopacz-obudź się polsko-anna walentynowicz-katastrofa-jarosław kaczyński-donald tusk-rząd-dookoła wojtek
578,2012-09-27,2012-10-04,pis-tusk-polityka-po-smoleńsk-kaczyński-marsz-media-polska-katastrofa smoleńska-gliński-obudź się polsko-premier-władza-kopacz-donald tusk-jarosław kaczyński-ekshumacje-rząd-historia
579,2012-09-30,2012-10-07,pis-po-tusk-polityka-kaczyński-polska-marsz-gliński-smoleńsk-media-donald tusk-premier-władza-jarosław kaczyński-obudź się polsko-demokracja-jarosław kaczyński-solidarność-dookoła wojtek-warszawa
580,2012-10-03,2012-10-10,pis-po-tusk-polityka-polska-smoleńsk-donald tusk-kaczyński-media-warszawa-władza-sondaż-jarosław kaczyński-debata-dookoła wojtek-marsz-wybory-jarosław kaczyński-sondaże-komorowski
581,2012-10-06,2012-10-13,tusk-po-pis-exposé-polityka-expose-polska-kaczyński-donald tusk-smoleńsk-premier-aborcja-rząd-katastrofa smoleńska-władza-sejm-media-historia-palikot-wybory
582,2012-10-09,2012-10-16,tusk-po-exposé-pis-polityka-expose-polska-kaczyński-donald tusk-smoleńsk-aborcja-premier-rząd-sejm-historia-media-sld-palikot-władza-gospodarka
583,2012-10-12,2012-10-19,tusk-po-exposé-polityka-polska-pis-smoleńsk-expose-stadion narodowy-donald tusk-rząd-kaczyński-media-katastrofa smoleńska-premier-historia-mecz-stadion-dookoła wojtek-poezja
584,2012-10-15,2012-10-22,tusk-po-smoleńsk-polska-polityka-stadion narodowy-pis-donald tusk-katastrofa smoleńska-rosja-rząd-dookoła wojtek-kaczyński-media-mecz-stadion-poezja-historia-literatura-zdjęcia
585,2012-10-18,2012-10-25,smoleńsk-tusk-polska-katastrofa smoleńska-polityka-po-pis-donald tusk-rosja-media-kaczyński-stadion narodowy-in vitro-aborcja-rząd-historia-poezja-zamach-dookoła wojtek-konferencja smoleńska
586,2012-10-21,2012-10-28,tusk-smoleńsk-polityka-polska-katastrofa smoleńska-po-pis-media-donald tusk-in vitro-kaczyński-aborcja-rosja-zamach-mucha-historia-dookoła wojtek-konferencja smoleńska-kościół-poezja
587,2012-10-24,2012-10-31,smoleńsk-tusk-katastrofa smoleńska-polityka-polska-po-trotyl-zamach-pis-kaczyński-media-rzeczpospolita-donald tusk-katastrofa-mucha-aborcja-dookoła wojtek-historia-kościół-wybuch
588,2012-10-27,2012-11-03,smoleńsk-katastrofa smoleńska-trotyl-polityka-tusk-zamach-pis-kaczyński-polska-rzeczpospolita-po-media-katastrofa-gmyz-rosja-wybuch-cezary gmyz-jarosław kaczyński-donald tusk-prokuratura
589,2012-10-30,2012-11-06,smoleńsk-katastrofa smoleńska-trotyl-polityka-tusk-rzeczpospolita-pis-kaczyński-zamach-po-polska-media-gmyz-cezary gmyz-rosja-katastrofa-historia-wybuch-donald tusk-jarosław kaczyński
590,2012-11-02,2012-11-09,smoleńsk-polityka-katastrofa smoleńska-trotyl-rzeczpospolita-pis-tusk-gmyz-po-media-polska-kaczyński-cezary gmyz-usa-rosja-obama-wybory-historia-hajdarowicz-komorowski
591,2012-11-05,2012-11-12,smoleńsk-polityka-pis-rzeczpospolita-katastrofa smoleńska-marsz niepodległości-polska-trotyl-tusk-po-gmyz-kaczyński-11 listopada-usa-media-cezary gmyz-obama-rosja-wybory-niepodległość
592,2012-11-08,2012-11-15,marsz niepodległości-polityka-smoleńsk-pis-polska-11 listopada-tusk-po-kaczyński-policja-katastrofa smoleńska-media-marsz-niepodległość-trotyl-święto niepodległości-komorowski-rzeczpospolita-usa-onr
593,2012-11-11,2012-11-18,marsz niepodległości-polityka-tusk-smoleńsk-polska-11 listopada-po-pis-policja-komorowski-kaczyński-marsz-media-trotyl-onr-niepodległość-prowokacja-katastrofa smoleńska-zamach-święto niepodległości
594,2012-11-14,2012-11-21,polityka-zamach-tusk-smoleńsk-po-pis-polska-marsz niepodległości-psl-abw-media-katastrofa smoleńska-piechociński-trotyl-pawlak-pokłosie-komorowski-kaczyński-izrael-dookoła wojtek
595,2012-11-17,2012-11-24,zamach-polityka-pis-tusk-po-abw-psl-smoleńsk-kaczyński-media-polska-piechociński-pawlak-sejm-katastrofa smoleńska-dookoła wojtek-brunon k.-donald tusk-prezydent-trotyl
596,2012-11-20,2012-11-27,zamach-polityka-pis-tusk-abw-po-kaczyński-polska-media-smoleńsk-sejm-brunon k.-prezydent-historia-ue-donald tusk-dookoła wojtek-brunon k-polityka obyczaje logika-jarosław kaczyński
597,2012-11-23,2012-11-30,polityka-pis-po-tusk-polska-uważam rze-media-kaczyński-smoleńsk-braun-zamach-historia-hajdarowicz-ue-mowa nienawiści-polityka obyczaje logika-rząd-rzeczpospolita-tvn-palikot
598,2012-11-26,2012-12-03,polityka-pis-uważam rze-po-media-tusk-polska-mowa nienawiści-smoleńsk-hajdarowicz-kaczyński-braun-grzegorz braun-polityka obyczaje logika-tvn-rzeczpospolita-rząd-zamach-historia-prawica
599,2012-11-29,2012-12-06,polityka-media-uważam rze-pis-po-tusk-smoleńsk-mowa nienawiści-hajdarowicz-polska-kaczyński-palikot-cenzura-historia-polityka obyczaje logika-trotyl-lisicki-rzeczpospolita-władza-katastrofa smoleńska
600,2012-12-02,2012-12-09,smoleńsk-polityka-media-pis-trotyl-tusk-po-polska-katastrofa smoleńska-uważam rze-kaczyński-mowa nienawiści-rosja-prokuratura-palikot-salon24-dookoła wojtek-gmyz-hajdarowicz-polityka obyczaje logika
601,2012-12-05,2012-12-12,smoleńsk-polityka-trotyl-pis-tusk-media-polska-katastrofa smoleńska-po-kaczyński-rosja-prokuratura-rząd-palikot-gmyz-niemcy-społeczeństwo-polityka obyczaje logika-salon24-prawo
602,2012-12-08,2012-12-15,stan wojenny-polityka-pis-smoleńsk-kaczyński-tusk-polska-po-media-13 grudnia-jarosław kaczyński-jaruzelski-katastrofa smoleńska-historia-palikot-solidarność-niemcy-rząd-społeczeństwo-ue
603,2012-12-11,2012-12-18,stan wojenny-polityka-kaczyński-pis-tusk-po-polska-smoleńsk-media-13 grudnia-jaruzelski-jarosław kaczyński-historia-palikot-katastrofa smoleńska-jarosław kaczyński-solidarność-dookoła wojtek-piętak-rosja
604,2012-12-14,2012-12-21,polityka-pis-smoleńsk-kaczyński-tusk-polska-po-media-stan wojenny-jarosław kaczyński-historia-rosja-katastrofa smoleńska-palikot-dookoła wojtek-piętak-usa-ue-jarosław kaczyński-solidarność
605,2012-12-17,2012-12-24,polityka-smoleńsk-pis-media-po-polska-tusk-boże narodzenie-święta-katastrofa smoleńska-kaczyński-dookoła wojtek-koniec świata-rosja-gospodarka-stan wojenny-społeczeństwo-życzenia-muzyka-kościół
606,2012-12-20,2012-12-27,boże narodzenie-święta-polityka-życzenia-po-wigilia-pis-tusk-media-smoleńsk-polska-wiara-kościół-koniec świata-katastrofa smoleńska-niemcy-wirtualnemedia.pl-rosja-jezus-dookoła wojtek
607,2012-12-23,2012-12-30,boże narodzenie-święta-polityka-życzenia-polska-wigilia-wirtualnemedia.pl-po-pis-tusk-media-wiara-smoleńsk-historia-kościół-kultura-niemcy-usa-polityka polska-gospodarka
608,2012-12-26,2013-01-02,polityka-nowy rok-życzenia-po-polska-tusk-2013-media-pis-smoleńsk-wirtualnemedia.pl-usa-salon24-2012-kaczyński-święta-polityka polska-polityka narodowa-niemcy-premier
609,2012-12-29,2013-01-05,polityka-nowy rok-tusk-po-życzenia-polska-media-2013-pis-smoleńsk-kaczyński-donald tusk-gospodarka-salon24-rząd-kryzys-abw-wirtualnemedia.pl-historia-rosja
610,2013-01-01,2013-01-08,polityka-po-polska-tusk-media-pis-korupcja-kryzys-smoleńsk-abw-nowy rok-kaczyński-donald tusk-gospodarka-cba-owsiak-rząd-gierek-kościół-dookoła wojtek
611,2013-01-04,2013-01-11,polityka-pis-po-media-cba-polska-tusk-korupcja-tuleya-smoleńsk-kaczyński-doktor g-prawo-społeczeństwo-rosja-kryzys-doktor g.-wirtualnemedia.pl-gospodarka-ziobro
612,2013-01-07,2013-01-14,polityka-pis-po-media-wośp-cba-tusk-tuleya-polska-owsiak-korupcja-smoleńsk-prawo-kaczyński-fotoradary-społeczeństwo-władza-prl-historia-sędzia tuleya
613,2013-01-10,2013-01-17,polityka-wośp-pis-tusk-po-owsiak-fotoradary-polska-smoleńsk-media-cba-tuleya-dookoła wojtek-eutanazja-powstanie styczniowe-kaczyński-korupcja-społeczeństwo-sanok-wirtualnemedia.pl
614,2013-01-13,2013-01-20,polityka-polska-wośp-tusk-po-pis-fotoradary-owsiak-powstanie styczniowe-media-tuleya-dookoła wojtek-eutanazja-kaczyński-smoleńsk-gospodarka-wirtualnemedia.pl-kościół-prawo-terlikowski
615,2013-01-16,2013-01-23,polityka-polska-powstanie styczniowe-pis-tuleya-tusk-media-smoleńsk-po-fotoradary-dookoła wojtek-katastrofa smoleńska-gospodarka-kaczyński-prawo-kościół-historia-polityka narodowa-warszawa-jadwiga kaczyńska
616,2013-01-19,2013-01-26,polityka-polska-pis-powstanie styczniowe-po-tusk-media-smoleńsk-sejm-związki partnerskie-tuleya-gospodarka-prawo-warszawa-kościół-historia-wirtualnemedia.pl-fotoradary-polityka obyczaje logika-prawica
617,2013-01-22,2013-01-29,polityka-związki partnerskie-polska-pis-po-tusk-smoleńsk-media-sejm-powstanie styczniowe-national geographic-prawo-gowin-katastrofa smoleńska-gospodarka-ue-dookoła wojtek-społeczeństwo-prawica-film
618,2013-01-25,2013-02-01,związki partnerskie-polityka-po-pis-smoleńsk-polska-tusk-sejm-media-grodzka-pawłowicz-gowin-katastrofa smoleńska-national geographic-dookoła wojtek-palikot-prawo-rząd-ue-film
619,2013-01-28,2013-02-04,polityka-smoleńsk-po-pis-związki partnerskie-polska-grodzka-tusk-katastrofa smoleńska-palikot-dookoła wojtek-media-pawłowicz-sejm-anna grodzka-rząd-nowy ekran-kaczyński-national geographic-społeczeństwo
620,2013-01-31,2013-02-07,polityka-pis-grodzka-po-polska-smoleńsk-tusk-palikot-sejm-media-związki partnerskie-katastrofa smoleńska-kaczyński-anna grodzka-dookoła wojtek-społeczeństwo-rosja-ue-homoseksualizm-zamach
621,2013-02-03,2013-02-10,polityka-tusk-polska-po-smoleńsk-pis-grodzka-ue-palikot-sejm-kaczyński-media-katastrofa smoleńska-związki partnerskie-donald tusk-niemcy-społeczeństwo-dookoła wojtek-gospodarka-zamach
622,2013-02-06,2013-02-13,tusk-polska-polityka-po-benedykt xvi-smoleńsk-pis-ue-papież-palikot-kaczyński-sejm-kościół-abdykacja-nowicka-media-donald tusk-grodzka-niemcy-katastrofa smoleńska
